,S/N,Joined Proctor on,Bootcamp,Score,% Score,% Completed,M1-S1 Correct,M1-S1 Wrong,M1-S1 Tries,M1-S2 Tries,M2-S1 Correct,M2-S1 Wrong,M2-S1 Tries,M2-S2 Tries,M3-S1 Correct,M3-S1 Wrong,M3-S1 Tries,M3-S2 Tries,M4-S1 Correct,M4-S1 Wrong,M4-S1 Tries,M4-S2 Tries,M5-S1 Correct,M5-S1 Wrong,M5-S1 Tries,M5-S2 Tries,M6-S1 Correct,M6-S1 Wrong,M6-S1 Tries,M6-S2 Tries,M7-S1 Correct,M7-S1 Wrong,M7-S1 Tries,M7-S2 Tries,M8-S1 Correct,M8-S1 Wrong,M8-S1 Tries,M8-S2 Tries,M9-S1 Correct,M9-S1 Wrong,M9-S1 Tries,M9-S2 Tries,M10-S1 Correct,M10-S1 Wrong,M10-S1 Tries,M10-S2 Tries
0,3,2015-12-29,0,113,0.565,100,1,5,5,0,3,7,7,0,0,6,6,1,6,10,10,1,1,3,3,1,1,3,0,1,2,4,4,0,6,4,4,0,9,10,10,0,13,30,30,1
1,2214,2015-12-29,0,177,0.885,100,5,1,1,0,7,3,3,0,0,1,1,1,12,4,4,1,4,0,0,1,4,0,0,1,5,1,1,0,6,4,4,0,17,2,2,0,41,2,2,1
2,2217,2015-12-29,0,180,0.9,100,6,0,0,0,7,3,3,0,0,0,0,1,12,4,4,1,4,0,0,1,4,0,0,1,5,1,1,0,6,4,4,0,17,2,2,0,42,1,1,1
3,2277,2015-12-29,0,162,0.81,100,4,2,2,0,5,5,5,0,0,3,3,1,8,8,8,1,3,1,1,1,4,0,0,1,1,5,5,0,7,3,3,0,16,3,3,0,40,3,3,1
4,2304,2015-12-29,0,183,0.915,100,6,0,0,0,9,1,1,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,3,3,3,0,7,3,3,0,18,1,1,0,40,3,3,1
5,2306,2015-12-29,0,185,0.925,100,4,2,2,0,9,1,1,0,0,1,1,1,15,1,1,1,4,0,0,1,3,1,0,1,6,0,0,0,9,1,1,0,18,1,1,0,41,2,2,1
6,2316,2015-12-29,1,183,0.915,100,5,1,1,0,8,2,2,0,0,0,0,1,16,0,0,1,4,0,0,1,4,0,0,7,5,1,1,0,10,0,0,0,19,0,0,0,41,2,2,1
7,2318,2015-12-29,0,168,0.84,100,3,3,3,0,10,0,0,0,0,1,1,1,9,7,7,1,0,0,1,1,4,0,0,1,2,4,4,0,6,4,4,0,17,2,2,0,38,5,5,1
8,2354,2015-12-29,0,179,0.895,100,5,1,1,0,8,2,2,0,0,1,1,1,14,2,2,3,4,0,0,1,4,0,0,1,6,0,0,0,7,3,3,0,15,4,4,0,42,1,1,1
9,2363,2015-12-29,1,172,0.86,100,5,1,1,0,7,3,3,0,0,3,3,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,6,4,4,0,15,4,4,0,36,7,7,1
10,2364,2015-12-29,0,150,0.75,100,4,2,2,0,9,1,1,0,0,2,2,1,16,0,0,1,4,0,0,5,3,1,0,1,3,3,3,0,10,0,0,0,17,2,2,0,40,3,3,28
11,2366,2015-12-29,0,185,0.925,100,6,0,0,0,9,1,1,0,0,1,1,1,15,1,1,2,4,0,0,0,4,0,0,2,4,2,2,0,8,2,2,0,19,0,0,0,41,2,2,1
12,2369,2015-12-29,0,167,0.835,100,3,3,3,0,6,4,4,0,0,1,1,1,11,5,5,4,4,0,0,1,4,0,0,1,3,3,3,0,8,2,2,0,14,5,5,0,41,2,2,1
13,2372,2015-12-29,0,173,0.865,100,5,1,1,0,8,2,2,0,0,1,1,1,13,3,3,3,4,0,0,2,3,1,0,3,4,2,2,0,7,3,3,0,16,3,3,0,42,1,1,1
14,2375,2015-12-29,1,182,0.91,100,5,1,1,0,6,4,4,0,0,2,2,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,19,0,0,0,41,2,2,1
15,2377,2015-12-29,0,159,0.795,100,5,1,1,0,6,4,4,0,0,2,2,1,11,5,5,1,4,0,0,1,3,1,0,9,3,3,3,0,6,4,4,0,16,3,3,0,38,5,5,1
16,2378,2015-12-29,0,182,0.91,100,5,1,1,0,7,3,3,0,0,2,2,1,16,0,0,2,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,18,1,1,0,41,2,2,1
17,2379,2015-12-29,0,183,0.915,100,5,1,1,0,7,3,3,0,0,1,1,1,16,0,0,1,4,0,0,2,4,0,0,2,5,1,1,0,8,2,2,0,18,1,1,0,42,1,1,1
18,2380,2015-12-29,0,174,0.87,100,5,1,1,0,8,2,2,0,0,2,2,3,16,0,0,1,3,1,1,6,4,0,0,1,5,1,1,0,7,3,3,0,17,2,2,0,41,2,2,1
19,2381,2015-12-29,0,176,0.88,100,5,1,1,0,8,2,2,0,0,2,2,1,16,0,0,2,3,1,1,1,4,0,0,1,2,4,4,0,8,2,2,0,17,2,2,0,41,2,2,3
20,2382,2015-12-29,0,181,0.905,100,5,1,1,0,8,2,2,0,0,2,2,1,16,0,0,1,3,1,1,1,4,0,0,1,4,2,2,0,8,2,2,0,17,2,2,0,41,2,2,1
21,2383,2015-12-29,0,180,0.9,100,5,1,1,0,8,2,2,0,0,2,2,1,14,2,2,1,3,1,1,1,4,0,0,1,4,2,2,0,8,2,2,0,17,2,2,0,42,1,1,1
22,2384,2015-12-29,0,182,0.91,100,5,1,1,0,8,2,2,0,0,2,2,1,16,0,0,1,3,1,1,1,4,0,0,1,4,2,2,0,8,2,2,0,17,2,2,0,42,1,1,1
23,2385,2015-12-29,0,181,0.905,100,5,1,1,0,8,2,2,0,0,2,2,1,16,0,0,1,3,1,1,1,4,0,0,1,3,3,3,0,8,2,2,0,17,2,2,0,42,1,1,1
24,2386,2015-12-29,0,170,0.85,100,6,0,0,0,9,1,1,0,0,3,3,1,12,4,4,4,4,0,0,1,4,0,0,1,3,3,3,0,8,2,2,0,14,5,5,0,39,4,4,1
25,2390,2015-12-29,1,174,0.87,100,4,2,2,0,7,3,3,0,0,0,0,2,13,3,3,1,4,0,0,1,2,2,0,1,5,1,1,0,10,0,0,0,16,3,3,0,37,6,6,1
26,2391,2015-12-29,0,173,0.865,100,6,0,0,0,6,4,4,0,0,2,2,1,16,0,0,1,4,0,0,8,4,0,0,1,4,2,2,0,9,1,1,0,19,0,0,0,38,5,5,2
27,2392,2015-12-29,1,181,0.905,100,5,1,1,0,9,1,1,0,0,2,2,1,14,2,2,1,4,0,0,1,4,0,0,6,4,2,2,0,10,0,0,0,18,1,1,0,43,0,0,1
28,2395,2015-12-29,1,182,0.91,100,5,1,1,0,8,2,2,0,0,3,3,1,16,0,0,1,4,0,0,1,2,2,0,1,4,2,2,0,10,0,0,0,19,0,0,0,40,3,3,1
29,2413,2015-12-29,1,181,0.905,100,3,3,3,0,5,5,5,0,0,2,2,2,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,9,1,1,0,19,0,0,0,41,2,2,1
30,2435,2015-12-29,0,165,0.825,100,2,4,4,0,7,3,3,0,0,4,4,1,13,3,3,1,4,0,0,1,4,0,0,1,5,1,1,0,5,5,5,0,16,3,3,0,37,6,6,2
31,2588,2015-12-29,0,159,0.795,100,4,2,2,0,5,5,5,0,0,3,3,3,14,2,2,2,4,0,0,1,3,1,0,11,5,1,1,0,9,1,1,0,12,7,7,0,42,1,1,1
32,2590,2015-12-29,0,145,0.725,100,4,2,2,0,6,4,4,0,0,1,1,3,13,3,3,1,3,1,1,16,4,0,0,2,3,3,3,0,6,4,4,0,14,5,5,0,34,9,9,1
33,2593,2015-12-29,0,141,0.705,100,3,3,3,0,7,3,3,0,0,1,1,1,10,6,6,1,3,1,1,4,4,0,0,1,2,4,4,0,5,5,5,0,13,6,6,0,32,11,11,12
34,2596,2015-12-29,0,170,0.85,100,5,1,1,0,7,3,3,0,0,3,3,1,14,2,2,1,4,0,0,13,4,0,0,2,6,0,0,0,9,1,1,0,17,2,2,0,43,0,0,1
35,2604,2015-12-29,0,183,0.915,100,4,2,2,0,8,2,2,0,0,1,1,3,16,0,0,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,18,1,1,0,42,1,1,1
36,2614,2015-12-29,0,186,0.93,100,6,0,0,0,10,0,0,0,0,0,0,1,15,1,1,1,4,0,0,1,3,1,0,1,3,3,3,0,7,3,3,0,18,1,1,0,43,0,0,1
37,2616,2015-12-29,0,182,0.91,100,5,1,1,0,9,1,1,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,3,3,3,0,6,4,4,0,17,2,2,0,43,0,0,2
38,2619,2015-12-29,0,181,0.905,100,3,3,3,0,7,3,3,0,0,1,1,1,15,1,1,1,3,1,1,1,4,0,0,1,5,1,1,0,9,1,1,0,19,0,0,0,40,3,3,1
39,2621,2016-01-04,1,181,0.905,100,4,2,2,0,9,1,1,0,0,1,1,1,14,2,2,1,4,0,0,1,3,1,0,1,4,2,2,0,9,1,1,0,18,1,1,0,40,3,3,1
40,2625,2015-12-29,0,151,0.755,100,5,1,1,0,9,1,1,0,0,0,0,14,15,1,1,5,4,0,0,1,4,0,0,4,3,3,3,0,6,4,4,0,18,1,1,0,43,0,0,14
41,2626,2015-12-29,0,171,0.855,100,4,2,2,0,7,3,3,0,0,4,4,1,15,1,1,2,4,0,0,1,3,1,0,1,6,0,0,0,9,1,1,0,19,0,0,0,33,10,10,2
42,2633,2015-12-29,0,160,0.8,100,2,4,4,0,6,4,4,0,0,4,4,2,11,5,5,2,4,0,0,5,4,0,0,1,5,1,1,0,7,3,3,0,17,2,2,0,41,2,2,5
43,2646,2015-12-29,0,175,0.875,100,5,1,1,0,9,1,1,0,0,0,0,2,15,1,1,2,4,0,0,10,4,0,0,1,5,1,1,0,7,3,3,0,19,0,0,0,43,0,0,3
44,2648,2015-12-29,1,177,0.885,100,3,3,3,0,7,3,3,0,0,3,3,1,11,5,5,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,18,1,1,0,42,1,1,1
45,2650,2015-12-29,0,173,0.865,100,5,1,1,0,8,2,2,0,0,2,2,1,13,3,3,2,4,0,0,1,4,0,0,2,3,3,3,0,8,2,2,0,17,2,2,0,38,5,5,1
46,2654,2015-12-29,0,186,0.93,100,5,1,1,0,8,2,2,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,7,3,3,0,19,0,0,0,43,0,0,1
47,2655,2015-12-29,0,186,0.93,100,6,0,0,0,8,2,2,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,7,3,3,0,18,1,1,0,43,0,0,1
48,2656,2015-12-29,0,187,0.935,100,6,0,0,0,9,1,1,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,7,3,3,0,19,0,0,0,42,1,1,1
49,2658,2015-12-29,0,149,0.745,100,3,3,3,0,2,8,8,0,0,3,3,1,12,4,4,1,1,3,3,3,4,0,0,1,2,4,4,0,4,6,6,0,13,6,6,0,36,7,7,1
50,2660,2015-12-29,0,165,0.825,100,3,3,3,0,8,2,2,0,0,1,1,1,14,2,2,13,4,0,0,1,4,0,0,1,3,3,3,0,5,5,5,0,19,0,0,0,41,2,2,1
51,2664,2015-12-29,0,153,0.765,100,3,3,3,0,9,1,1,0,0,3,3,1,11,5,5,20,4,0,0,3,3,1,0,1,6,0,0,0,8,2,2,0,17,2,2,0,39,4,4,1
52,2666,2016-01-04,1,184,0.92,100,6,0,0,0,8,2,2,0,0,1,1,1,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,17,2,2,0,37,6,6,1
53,2667,2015-12-29,1,168,0.84,100,4,2,2,0,7,3,3,0,0,1,1,1,13,3,3,2,3,1,1,2,4,0,0,1,3,3,3,0,5,5,5,0,17,2,2,0,38,5,5,1
54,2668,2015-12-29,0,162,0.81,100,5,1,1,0,8,2,2,0,0,2,2,1,12,4,4,2,4,0,0,1,3,1,0,2,3,3,3,0,5,5,5,0,13,6,6,0,36,7,7,1
55,2670,2015-12-29,0,157,0.785,100,5,1,1,0,8,2,2,0,0,1,1,5,14,2,2,4,3,1,1,17,4,0,0,1,5,1,1,0,9,1,1,0,19,0,0,0,37,6,6,1
56,2672,2015-12-29,0,171,0.855,100,3,3,3,0,8,2,2,0,0,4,4,1,13,3,3,1,2,2,2,1,4,0,0,1,6,0,0,0,8,2,2,0,17,2,2,0,37,6,6,1
57,2673,2015-12-29,1,156,0.78,100,3,3,3,0,7,3,3,0,0,3,3,2,16,0,0,1,4,0,0,22,4,0,0,1,6,0,0,0,8,2,2,0,17,2,2,0,39,4,4,1
58,2674,2015-12-29,0,173,0.865,100,3,3,3,0,8,2,2,0,0,4,4,1,14,2,2,1,2,2,2,1,4,0,0,1,6,0,0,0,8,2,2,0,17,2,2,0,38,5,5,1
59,2675,2015-12-29,0,169,0.845,100,2,4,4,0,8,2,2,0,0,1,1,1,10,6,6,1,4,0,0,2,4,0,0,1,5,1,1,0,7,3,3,0,15,4,4,0,39,4,4,1
60,2676,2016-01-04,0,184,0.92,100,6,0,0,0,9,1,1,0,0,0,0,2,16,0,0,1,4,0,0,4,4,0,0,1,6,0,0,0,7,3,3,0,18,1,1,0,41,2,2,1
61,2681,2015-12-29,0,161,0.805,100,4,2,2,0,8,2,2,0,0,3,3,6,13,3,3,7,4,0,0,11,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,41,2,2,1
62,2682,2015-12-29,0,170,0.85,100,5,1,1,0,9,1,1,0,0,2,2,1,16,0,0,1,4,0,0,10,3,1,0,1,3,3,3,0,9,1,1,0,16,3,3,0,39,4,4,1
63,2686,2015-12-29,0,156,0.78,100,5,1,1,0,5,5,5,0,0,4,4,4,14,2,2,2,4,0,0,10,3,1,0,1,5,1,1,0,8,2,2,0,16,3,3,0,39,4,4,4
64,2687,2016-01-04,0,174,0.87,100,4,2,2,0,9,1,1,0,0,1,1,1,14,2,2,1,2,2,2,1,4,0,0,1,4,2,2,0,8,2,2,0,16,3,3,0,37,6,6,1
65,2688,2015-12-29,0,155,0.775,100,6,0,0,0,7,3,3,0,0,2,2,1,14,2,2,7,4,0,0,8,4,0,0,1,3,3,3,0,8,2,2,0,15,4,4,0,32,11,11,1
66,2689,2015-12-29,1,168,0.84,100,5,1,1,0,5,5,5,0,0,2,2,1,13,3,3,2,4,0,0,1,4,0,0,1,3,3,3,0,8,2,2,0,17,2,2,0,35,8,8,1
67,2690,2015-12-29,0,171,0.855,100,5,1,1,0,8,2,2,0,0,4,4,1,13,3,3,1,4,0,0,4,4,0,0,1,2,4,4,0,6,4,4,0,17,2,2,0,42,1,1,1
68,2691,2015-12-29,0,126,0.63,100,3,3,3,0,4,6,6,0,0,3,3,1,11,5,5,1,4,0,0,22,4,0,0,1,4,2,2,0,5,5,5,0,14,5,5,0,24,19,19,1
69,2694,2015-12-29,0,179,0.895,100,3,3,3,0,9,1,1,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,5,5,5,0,15,4,4,0,41,2,2,1
70,2698,2015-12-29,1,186,0.93,100,5,1,1,0,9,1,1,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,19,0,0,0,40,3,3,1
71,2699,2015-12-29,0,181,0.905,100,5,1,1,0,8,2,2,0,0,1,1,1,13,3,3,1,4,0,0,2,4,0,0,1,5,1,1,0,8,2,2,0,17,2,2,0,42,1,1,1
72,2702,2015-12-29,0,183,0.915,100,4,2,2,0,7,3,3,0,0,2,2,1,16,0,0,1,4,0,0,3,4,0,0,1,6,0,0,0,9,1,1,0,19,0,0,0,41,2,2,1
73,2703,2015-12-29,0,159,0.795,100,4,2,2,0,7,3,3,0,0,3,3,2,13,3,3,2,0,0,2,16,4,0,0,2,5,1,1,0,9,1,1,0,18,1,1,0,41,2,2,1
74,2704,2015-12-29,0,177,0.885,100,4,2,2,0,9,1,1,0,0,3,3,1,15,1,1,1,4,0,0,7,4,0,0,1,6,0,0,0,7,3,3,0,19,0,0,0,41,2,2,1
75,2705,2015-12-29,0,168,0.84,100,5,1,1,0,8,2,2,0,0,3,3,1,15,1,1,1,4,0,0,9,4,0,0,1,6,0,0,0,6,4,4,0,17,2,2,0,37,6,6,1
76,2707,2016-01-04,0,178,0.89,100,5,1,1,0,6,4,4,0,0,3,3,2,16,0,0,1,3,1,1,4,4,0,0,1,5,1,1,0,8,2,2,0,18,1,1,0,43,0,0,1
77,2711,2015-12-29,0,164,0.82,100,5,1,1,0,9,1,1,0,0,1,1,2,14,2,2,5,3,1,1,7,4,0,0,1,5,1,1,0,7,3,3,0,17,2,2,0,36,7,7,2
78,2712,2015-12-29,0,190,0.95,100,6,0,0,0,8,2,2,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,43,0,0,1
79,2717,2015-12-29,0,173,0.865,100,5,1,1,0,8,2,2,0,0,3,3,3,13,3,3,1,4,0,0,1,4,0,0,1,4,2,2,0,7,3,3,0,15,4,4,0,41,2,2,1
80,2718,2015-12-29,0,139,0.695,100,2,4,4,0,8,2,2,0,0,2,2,1,11,5,5,1,4,0,0,23,4,0,0,1,2,4,4,0,5,5,5,0,15,4,4,0,35,8,8,1
81,2721,2015-12-29,1,174,0.87,100,6,0,0,0,6,4,4,0,0,3,3,1,16,0,0,1,4,0,0,4,3,1,0,1,4,2,2,0,10,0,0,0,16,3,3,0,38,5,5,1
82,2723,2015-12-29,0,173,0.865,100,6,0,0,0,7,3,3,0,0,4,4,1,14,2,2,1,3,1,1,1,2,2,0,1,4,2,2,0,8,2,2,0,16,3,3,0,40,3,3,1
83,2724,2015-12-29,0,160,0.8,100,5,1,1,0,6,4,4,0,0,3,3,1,9,7,7,1,4,0,0,1,4,0,0,1,4,2,2,0,5,5,5,0,16,3,3,0,33,10,10,1
84,2807,2015-12-29,0,169,0.845,100,5,1,1,0,4,6,6,0,0,4,4,1,14,2,2,1,2,2,2,2,4,0,0,1,5,1,1,0,7,3,3,0,18,1,1,0,38,5,5,1
85,2808,2015-12-29,0,163,0.815,100,4,2,2,0,5,5,5,0,0,4,4,2,12,4,4,1,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,13,6,6,0,36,7,7,1
86,2809,2015-12-29,0,170,0.85,100,6,0,0,0,8,2,2,0,0,1,1,7,15,1,1,2,4,0,0,1,3,1,0,2,4,2,2,0,8,2,2,0,16,3,3,0,38,5,5,1
87,2810,2016-01-04,0,181,0.905,100,6,0,0,0,9,1,1,0,0,1,1,1,15,1,1,1,4,0,0,6,4,0,0,1,6,0,0,0,7,3,3,0,18,1,1,0,41,2,2,1
88,2811,2015-12-29,0,171,0.855,100,6,0,0,0,9,1,1,0,0,2,2,1,14,2,2,1,4,0,0,2,3,1,0,1,1,5,5,0,6,4,4,0,15,4,4,0,39,4,4,1
89,2812,2015-12-29,0,172,0.86,100,5,1,1,0,9,1,1,0,0,1,1,1,12,4,4,1,4,0,0,8,4,0,0,1,3,3,3,0,8,2,2,0,17,2,2,0,41,2,2,1
90,2813,2015-12-29,0,165,0.825,100,5,1,1,0,9,1,1,0,0,4,4,5,13,3,3,1,4,0,0,8,4,0,0,1,2,4,4,0,8,2,2,0,18,1,1,0,40,3,3,1
91,2814,2015-12-29,0,157,0.785,100,2,4,4,0,3,7,7,0,0,4,4,1,13,3,3,1,3,1,1,4,4,0,0,4,4,2,2,0,10,0,0,0,15,4,4,0,39,4,4,4
92,2815,2015-12-29,1,182,0.91,100,6,0,0,0,7,3,3,0,0,1,1,1,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,7,3,3,0,17,2,2,0,41,2,2,1
93,2816,2015-12-29,0,175,0.875,100,5,1,1,0,9,1,1,0,0,3,3,1,15,1,1,1,4,0,0,1,3,1,0,1,3,3,3,0,6,4,4,0,16,3,3,0,40,3,3,1
94,2817,2015-12-29,0,150,0.75,100,6,0,0,0,6,4,4,0,0,2,2,2,6,10,10,1,4,0,0,2,4,0,0,2,3,3,3,0,2,8,8,0,15,4,4,0,32,11,11,1
95,2818,2015-12-29,0,178,0.89,100,3,3,3,0,7,3,3,0,0,0,0,1,13,3,3,2,4,0,0,1,4,0,0,2,5,1,1,0,10,0,0,0,17,2,2,0,40,3,3,1
96,2819,2015-12-29,0,162,0.81,100,6,0,0,0,8,2,2,0,0,3,3,1,13,3,3,1,3,1,1,1,4,0,0,2,4,2,2,0,4,6,6,0,18,1,1,0,29,14,14,1
97,2820,2015-12-29,0,167,0.835,100,5,1,1,0,8,2,2,0,0,1,1,4,13,3,3,2,4,0,0,10,4,0,0,1,5,1,1,0,10,0,0,0,17,2,2,0,38,5,5,1
98,2821,2015-12-29,0,171,0.855,100,3,3,3,0,5,5,5,0,0,1,1,1,13,3,3,1,4,0,0,1,4,0,0,1,3,3,3,0,5,5,5,0,17,2,2,0,41,2,2,1
99,2822,2015-12-29,0,140,0.7,100,4,2,2,0,7,3,3,0,0,2,2,1,7,9,9,1,3,1,1,3,3,1,0,1,2,4,4,0,5,5,5,0,15,4,4,0,21,22,22,1
100,2824,2015-12-29,0,131,0.655,100,1,5,5,0,4,6,6,0,0,2,2,1,7,9,9,1,3,1,1,1,4,0,0,1,1,5,5,0,3,7,7,0,4,15,15,0,29,14,14,1
101,2827,2015-12-29,0,168,0.84,100,6,0,0,0,8,2,2,0,0,3,3,1,14,2,2,1,4,0,0,6,3,1,0,2,2,4,4,0,7,3,3,0,17,2,2,0,39,4,4,1
102,2828,2015-12-29,0,160,0.8,100,3,3,3,0,3,7,7,0,0,5,5,1,11,5,5,1,3,1,1,1,2,2,0,1,4,2,2,0,6,4,4,0,16,3,3,0,40,3,3,1
103,2830,2015-12-29,0,182,0.91,100,6,0,0,0,7,3,3,0,0,3,3,2,15,1,1,1,4,0,0,1,4,0,0,1,3,3,3,0,10,0,0,0,17,2,2,0,43,0,0,1
104,2831,2015-12-29,0,167,0.835,100,5,1,1,0,6,4,4,0,0,2,2,5,16,0,0,1,4,0,0,1,4,0,0,1,1,5,5,0,7,3,3,0,16,3,3,0,37,6,6,1
105,2832,2015-12-29,0,191,0.955,100,6,0,0,0,9,1,1,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,43,0,0,1
106,3065,2015-12-29,1,177,0.885,100,4,2,2,0,8,2,2,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,5,5,5,0,18,1,1,0,40,3,3,2
107,3066,2015-12-29,0,181,0.905,100,5,1,1,0,9,1,1,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,3,3,3,0,7,3,3,0,19,0,0,0,38,5,5,1
108,3067,2015-12-29,0,167,0.835,100,6,0,0,0,6,4,4,0,0,3,3,1,15,1,1,1,4,0,0,1,3,1,0,1,6,0,0,0,8,2,2,0,17,2,2,0,28,15,15,1
109,3068,2015-12-29,0,188,0.94,100,5,1,1,0,5,5,5,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,43,0,0,1
110,3069,2015-12-30,1,180,0.9,100,6,0,0,0,7,3,3,0,0,3,3,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,9,1,1,0,17,2,2,0,38,5,5,1
111,3071,2015-12-29,1,188,0.94,100,6,0,0,0,10,0,0,0,0,0,0,1,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,7,3,3,0,17,2,2,0,43,0,0,1
112,3072,2015-12-29,1,185,0.925,100,6,0,0,0,10,0,0,0,0,0,0,1,16,0,0,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,16,3,3,0,39,4,4,1
113,3078,2015-12-29,1,184,0.92,100,3,3,3,0,6,4,4,0,0,2,2,1,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,18,1,1,0,42,1,1,1
114,3079,2015-12-29,0,171,0.855,100,5,1,1,0,5,5,5,0,0,2,2,1,16,0,0,2,4,0,0,1,4,0,0,1,6,0,0,0,7,3,3,0,14,5,5,0,36,7,7,1
115,3080,2015-12-29,0,183,0.915,100,5,1,1,0,8,2,2,0,0,3,3,1,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,10,0,0,0,19,0,0,0,40,3,3,2
116,3081,2015-12-29,0,174,0.87,100,4,2,2,0,8,2,2,0,0,3,3,1,11,5,5,1,4,0,0,1,4,0,0,1,4,2,2,0,8,2,2,0,17,2,2,0,40,3,3,1
117,3082,2015-12-29,0,173,0.865,100,5,1,1,0,5,5,5,0,0,2,2,1,15,1,1,1,4,0,0,1,3,1,0,1,5,1,1,0,8,2,2,0,17,2,2,0,36,7,7,1
118,3084,2016-01-06,0,170,0.85,100,6,0,0,0,7,3,3,0,0,3,3,1,14,2,2,1,3,1,1,1,3,1,0,1,3,3,3,0,6,4,4,0,16,3,3,0,38,5,5,1
119,3085,2015-12-29,0,177,0.885,100,5,1,1,0,7,3,3,0,0,2,2,1,14,2,2,1,4,0,0,1,4,0,0,1,2,4,4,0,8,2,2,0,17,2,2,0,41,2,2,1
120,3086,2015-12-29,0,182,0.91,100,5,1,1,0,8,2,2,0,0,4,4,1,14,2,2,1,4,0,0,1,4,0,0,2,6,0,0,0,8,2,2,0,19,0,0,0,42,1,1,1
121,3087,2015-12-29,1,192,0.96,100,6,0,0,0,9,1,1,0,0,1,1,1,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,42,1,1,1
122,3088,2015-12-29,0,188,0.94,100,5,1,1,0,9,1,1,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,40,3,3,1
123,3089,2015-12-29,0,188,0.94,100,6,0,0,0,10,0,0,0,0,2,2,1,15,1,1,1,3,1,1,1,4,0,0,1,5,1,1,0,8,2,2,0,19,0,0,0,43,0,0,1
124,3090,2015-12-29,0,175,0.875,100,6,0,0,0,9,1,1,0,0,3,3,1,15,1,1,1,3,1,1,1,4,0,0,1,4,2,2,0,7,3,3,0,14,5,5,0,39,4,4,1
125,3091,2015-12-29,1,181,0.905,100,6,0,0,0,8,2,2,0,0,1,1,1,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,18,1,1,0,36,7,7,1
126,3093,2015-12-29,0,186,0.93,100,6,0,0,0,7,3,3,0,0,2,2,1,15,1,1,1,4,0,0,2,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,43,0,0,2
127,3095,2015-12-29,0,165,0.825,100,4,2,2,0,9,1,1,0,0,4,4,1,12,4,4,1,3,1,1,4,4,0,0,1,3,3,3,0,8,2,2,0,18,1,1,0,34,9,9,1
128,3096,2015-12-29,0,171,0.855,100,6,0,0,0,7,3,3,0,0,2,2,1,12,4,4,1,4,0,0,1,3,1,0,1,4,2,2,0,7,3,3,0,17,2,2,0,38,5,5,3
129,3109,2015-12-29,0,180,0.9,100,6,0,0,0,9,1,1,0,0,1,1,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,6,4,4,0,15,4,4,0,41,2,2,1
130,3110,2015-12-29,0,170,0.85,100,5,1,1,0,8,2,2,0,0,4,4,4,15,1,1,1,4,0,0,5,4,0,0,2,5,1,1,0,9,1,1,0,19,0,0,0,40,3,3,5
131,3111,2015-12-29,0,187,0.935,100,5,1,1,0,7,3,3,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,19,0,0,0,43,0,0,1
